"","System","River","ReturnYear","Total_Returns","AgeClass_0.1","AgeClass_0.2","AgeClass_0.3","AgeClass_0.4","AgeClass_0.5","AgeClass_1.1","AgeClass_1.2","AgeClass_1.3","AgeClass_1.4","AgeClass_1.5","AgeClass_2.1","AgeClass_2.2","AgeClass_2.3","AgeClass_2.4","AgeClass_3.1","AgeClass_3.2","AgeClass_3.3","AgeClass_3.4"
"736","Fraser River","Quesnel",2013,306977,0,0,173,0,0,3986,296378,6267,0,0,0,173,0,0,0,0,0,0
"737","Fraser River","Quesnel",2014,2519390,0,0,0,0,0,41,2495754,23536,0,0,59,0,0,0,0,0,0,0
"738","Fraser River","Quesnel",2015,67128,0,0,0,0,0,1,37396,29220,0,0,0,511,0,0,0,0,0,0
"739","Fraser River","Quesnel",2016,4761,0,0,0,0,0,482,295,3984,0,0,0,0,0,0,0,0,0,0
"740","Fraser River","Quesnel",2017,145779,0,0,0,0,0,1846,143727,206,0,0,0,0,0,0,0,0,0,0
"741","Fraser River","Quesnel",2018,2138731,0,0,0,0,0,0,2130254,8477,0,0,0,0,0,0,0,0,0,0
"742","Fraser River","Quesnel",2019,45495,0,0,0,0,0,0,5174,40089,0,0,0,232,0,0,0,0,0,0
"743","Fraser River","Quesnel",2020,1475,0,0,0,0,0,9,296,1127,0,0,0,43,0,0,0,0,0,0
"744","Fraser River","Quesnel",2021,121552,0,0,0,0,0,493,120329,730,0,0,0,0,0,0,0,0,0,0
"745","Fraser River","Quesnel",2022,1501863,0,0,0,0,0,0,1501181,682,0,0,0,0,0,0,0,0,0,0
"746","Fraser River","Quesnel",2023,122000,0,0,0,0,0,0,44000,78000,0,0,0,0,0,0,0,0,0,0
"747","Fraser River","Raft",1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748","Fraser River","Raft",1952,62653,0,0,0,0,0,0,62653,0,0,0,0,0,0,0,0,0,0,0
"749","Fraser River","Raft",1953,37449,0,0,0,0,0,17,36748,684,0,0,0,0,0,0,0,0,0,0
"750","Fraser River","Raft",1954,42435,0,0,0,0,0,8,39549,2878,0,0,0,0,0,0,0,0,0,0
"751","Fraser River","Raft",1955,40631,0,0,0,0,0,5,34636,5990,0,0,0,0,0,0,0,0,0,0
"752","Fraser River","Raft",1956,59176,0,0,0,0,0,0,46167,13009,0,0,0,0,0,0,0,0,0,0
"753","Fraser River","Raft",1957,35526,0,0,0,0,0,231,30285,5010,0,0,0,0,0,0,0,0,0,0
"754","Fraser River","Raft",1958,40810,0,0,0,0,0,7,38964,1839,0,0,0,0,0,0,0,0,0,0
"755","Fraser River","Raft",1959,63790,0,0,0,0,0,0,52497,11293,0,0,0,0,0,0,0,0,0,0
"756","Fraser River","Raft",1960,25425,0,0,0,0,0,72,17335,7860,0,0,0,158,0,0,0,0,0,0
"757","Fraser River","Raft",1961,28760,0,0,0,0,0,23,18932,8029,0,0,0,1776,0,0,0,0,0,0
"758","Fraser River","Raft",1962,24602,0,0,0,0,0,0,22591,2011,0,0,0,0,0,0,0,0,0,0
"759","Fraser River","Raft",1963,21010,0,0,0,0,0,64,20417,512,0,0,0,17,0,0,0,0,0,0
"760","Fraser River","Raft",1964,17944,0,0,0,0,0,32,14715,3167,0,0,0,30,0,0,0,0,0,0
"761","Fraser River","Raft",1965,24308,0,0,0,0,0,0,22139,2049,0,0,0,120,0,0,0,0,0,0
"762","Fraser River","Raft",1966,39740,0,0,0,0,0,18,37568,2154,0,0,0,0,0,0,0,0,0,0
"763","Fraser River","Raft",1967,12152,0,0,0,0,0,81,9090,2981,0,0,0,0,0,0,0,0,0,0
"764","Fraser River","Raft",1968,41065,0,0,0,0,0,73,40283,265,0,0,0,444,0,0,0,0,0,0
"765","Fraser River","Raft",1969,27547,0,0,0,0,0,320,18867,8228,0,0,0,132,0,0,0,0,0,0
"766","Fraser River","Raft",1970,22206,0,0,0,0,0,37,20483,1686,0,0,0,0,0,0,0,0,0,0
"767","Fraser River","Raft",1971,11060,0,0,0,0,0,98,8226,2736,0,0,0,0,0,0,0,0,0,0
"768","Fraser River","Raft",1972,102664,0,0,0,0,0,381,100888,1395,0,0,0,0,0,0,0,0,0,0
"769","Fraser River","Raft",1973,15727,0,0,0,0,0,37,10279,5411,0,0,0,0,0,0,0,0,0,0
"770","Fraser River","Raft",1974,12043,0,0,0,0,0,33,8300,3710,0,0,0,0,0,0,0,0,0,0
"771","Fraser River","Raft",1975,10180,0,0,0,0,0,87,9570,523,0,0,0,0,0,0,0,0,0,0
"772","Fraser River","Raft",1976,59753,0,0,0,0,0,22,56973,2116,0,0,0,642,0,0,0,0,0,0
"773","Fraser River","Raft",1977,2583,0,0,0,0,0,206,1616,761,0,0,0,0,0,0,0,0,0,0
"774","Fraser River","Raft",1978,19271,0,0,0,0,0,7,11541,7723,0,0,0,0,0,0,0,0,0,0
"775","Fraser River","Raft",1979,6164,0,0,0,0,0,56,5632,476,0,0,0,0,0,0,0,0,0,0
"776","Fraser River","Raft",1980,19616,0,0,0,0,0,0,18539,797,0,0,0,280,0,0,0,0,0,0
"777","Fraser River","Raft",1981,4312,0,0,0,0,0,253,2728,1331,0,0,0,0,0,0,0,0,0,0
"778","Fraser River","Raft",1982,15077,0,0,0,0,0,0,11888,3189,0,0,0,0,0,0,0,0,0,0
"779","Fraser River","Raft",1983,8925,0,0,0,0,0,112,1183,6562,0,0,0,45,1023,0,0,0,0,0
"780","Fraser River","Raft",1984,49712,0,0,0,0,0,29,47827,1856,0,0,0,0,0,0,0,0,0,0
"781","Fraser River","Raft",1985,11150,0,0,0,0,0,0,7366,3784,0,0,0,0,0,0,0,0,0,0
"782","Fraser River","Raft",1986,3791,0,0,0,0,0,38,2509,1244,0,0,0,0,0,0,0,0,0,0
"783","Fraser River","Raft",1987,4441,0,0,0,0,0,325,2855,1233,0,0,0,28,0,0,0,0,0,0
"784","Fraser River","Raft",1988,35407,0,0,0,0,0,7,32692,1196,0,0,0,1512,0,0,0,0,0,0
"785","Fraser River","Raft",1989,16868,0,0,0,0,0,0,2830,14038,0,0,0,0,0,0,0,0,0,0
"786","Fraser River","Raft",1990,4606,0,0,0,0,0,0,2902,1591,0,0,0,105,8,0,0,0,0,0
"787","Fraser River","Raft",1991,1510,0,0,0,0,0,0,1399,111,0,0,0,0,0,0,0,0,0,0
"788","Fraser River","Raft",1992,44211,0,0,0,0,0,7,41783,2421,0,0,0,0,0,0,0,0,0,0
"789","Fraser River","Raft",1993,15749,0,0,0,0,0,0,7357,8304,0,0,0,88,0,0,0,0,0,0
"790","Fraser River","Raft",1994,5855,0,0,0,0,0,0,1610,3935,0,0,0,0,310,0,0,0,0,0
"791","Fraser River","Raft",1995,1848,0,0,0,0,0,6,908,934,0,0,0,0,0,0,0,0,0,0
"792","Fraser River","Raft",1996,65906,0,0,0,0,0,24,65321,553,0,0,8,0,0,0,0,0,0,0
"793","Fraser River","Raft",1997,24410,0,0,0,0,0,0,22386,2024,0,0,0,0,0,0,0,0,0,0
"794","Fraser River","Raft",1998,15571,0,0,0,0,0,41,4738,10727,0,0,0,65,0,0,0,0,0,0
"795","Fraser River","Raft",1999,47468,0,593,0,0,0,0,22745,22745,0,0,0,989,396,0,0,0,0,0
"796","Fraser River","Raft",2000,93799,0,0,0,0,0,0,89315,4484,0,0,0,0,0,0,0,0,0,0
"797","Fraser River","Raft",2001,48675,0,0,0,0,0,8,25983,22684,0,0,0,0,0,0,0,0,0,0
"798","Fraser River","Raft",2002,30278,0,0,0,0,0,92,4905,25281,0,0,0,0,0,0,0,0,0,0
"799","Fraser River","Raft",2003,37804,0,0,0,0,0,53,26426,11325,0,0,0,0,0,0,0,0,0,0
"800","Fraser River","Raft",2004,142932,0,630,0,0,0,0,107671,34631,0,0,0,0,0,0,0,0,0,0
"801","Fraser River","Raft",2005,87357,0,0,365,0,0,45,79275,7672,0,0,0,0,0,0,0,0,0,0
"802","Fraser River","Raft",2006,37794,0,0,0,0,0,0,21369,16425,0,0,0,0,0,0,0,0,0,0
"803","Fraser River","Raft",2007,25240,0,1272,106,0,0,4,2439,21419,0,0,0,0,0,0,0,0,0,0
"804","Fraser River","Raft",2008,47043,0,198,1779,0,0,0,39136,5930,0,0,0,0,0,0,0,0,0,0
"805","Fraser River","Raft",2009,16990,0,143,0,0,0,0,6893,9746,0,0,0,208,0,0,0,0,0,0
"806","Fraser River","Raft",2010,10805,0,0,324,0,0,0,7804,2677,0,0,0,0,0,0,0,0,0,0
"807","Fraser River","Raft",2011,16224,0,0,0,0,0,2,6272,9950,0,0,0,0,0,0,0,0,0,0
"808","Fraser River","Raft",2012,20383,0,0,0,0,0,5,15504,4874,0,0,0,0,0,0,0,0,0,0
"809","Fraser River","Raft",2013,25854,0,0,0,0,0,36,21922,3896,0,0,0,0,0,0,0,0,0,0
"810","Fraser River","Raft",2014,54236,0,0,0,0,0,43,38701,15492,0,0,0,0,0,0,0,0,0,0
"811","Fraser River","Raft",2015,24500,0,0,0,0,0,0,18595,5905,0,0,0,0,0,0,0,0,0,0
"812","Fraser River","Raft",2016,22126,0,0,0,0,0,6,16984,5136,0,0,0,0,0,0,0,0,0,0
"813","Fraser River","Raft",2017,7295,0,0,0,0,0,3,2888,4404,0,0,0,0,0,0,0,0,0,0
"814","Fraser River","Raft",2018,13715,0,0,0,0,0,0,11192,2523,0,0,0,0,0,0,0,0,0,0
"815","Fraser River","Raft",2019,1190,0,0,0,0,0,0,525,665,0,0,0,0,0,0,0,0,0,0
"816","Fraser River","Raft",2020,6318,0,0,0,0,0,0,5450,868,0,0,0,0,0,0,0,0,0,0
"817","Fraser River","Raft",2021,5502,0,0,0,0,0,0,3271,2089,0,0,0,142,0,0,0,0,0,0
"818","Fraser River","Raft",2022,7133,0,31,0,0,0,4,6219,879,0,0,0,0,0,0,0,0,0,0
"819","Fraser River","Raft",2023,12632,0,0,0,0,0,0,10161,2471,0,0,0,0,0,0,0,0,0,0
"820","Fraser River","Stellako",1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","Fraser River","Stellako",1952,185308,0,0,0,0,0,133,185175,0,0,0,0,0,0,0,0,0,0,0
"822","Fraser River","Stellako",1953,200034,0,0,0,0,0,4630,173402,22002,0,0,0,0,0,0,0,0,0,0
"823","Fraser River","Stellako",1954,910135,0,0,0,0,0,26,903768,6341,0,0,0,0,0,0,0,0,0,0
"824","Fraser River","Stellako",1955,384791,0,0,0,0,0,23,354049,30719,0,0,0,0,0,0,0,0,0,0
"825","Fraser River","Stellako",1956,195306,0,0,0,0,0,30,93984,101292,0,0,0,0,0,0,0,0,0,0
"826","Fraser River","Stellako",1957,176197,0,0,0,0,0,3311,156192,16694,0,0,0,0,0,0,0,0,0,0
"827","Fraser River","Stellako",1958,1158256,0,0,0,0,0,28,1140205,18023,0,0,0,0,0,0,0,0,0,0
"828","Fraser River","Stellako",1959,670552,0,0,0,0,0,92,602677,67783,0,0,0,0,0,0,0,0,0,0
"829","Fraser River","Stellako",1960,247499,0,0,0,0,0,8,220400,27091,0,0,0,0,0,0,0,0,0,0
"830","Fraser River","Stellako",1961,171234,0,0,0,0,0,1156,143835,26243,0,0,0,0,0,0,0,0,0,0
"831","Fraser River","Stellako",1962,331106,0,0,0,0,0,17,323089,8000,0,0,0,0,0,0,0,0,0,0
"832","Fraser River","Stellako",1963,531152,0,0,0,0,0,19,514918,16215,0,0,0,0,0,0,0,0,0,0
"833","Fraser River","Stellako",1964,170113,0,0,0,0,0,288,143340,26485,0,0,0,0,0,0,0,0,0,0
"834","Fraser River","Stellako",1965,158301,0,0,0,0,0,100,137046,21155,0,0,0,0,0,0,0,0,0,0
"835","Fraser River","Stellako",1966,583074,0,0,0,0,0,977,572029,10068,0,0,0,0,0,0,0,0,0,0
"836","Fraser River","Stellako",1967,731057,0,0,0,0,0,194,713487,17376,0,0,0,0,0,0,0,0,0,0
"837","Fraser River","Stellako",1968,184315,0,0,0,0,0,179,170674,13462,0,0,0,0,0,0,0,0,0,0
"838","Fraser River","Stellako",1969,238902,0,0,0,0,0,833,231100,6969,0,0,0,0,0,0,0,0,0,0
"839","Fraser River","Stellako",1970,348976,0,0,0,0,0,288,336316,12372,0,0,0,0,0,0,0,0,0,0
"840","Fraser River","Stellako",1971,554728,0,0,0,0,0,85,531886,22757,0,0,0,0,0,0,0,0,0,0
"841","Fraser River","Stellako",1972,144381,0,0,0,0,0,131,125900,18350,0,0,0,0,0,0,0,0,0,0
"842","Fraser River","Stellako",1973,240736,0,0,0,0,0,1170,235729,3837,0,0,0,0,0,0,0,0,0,0
"843","Fraser River","Stellako",1974,246689,0,0,0,0,0,496,228808,17385,0,0,0,0,0,0,0,0,0,0
"844","Fraser River","Stellako",1975,513105,0,0,0,0,0,204,508759,4130,0,0,12,0,0,0,0,0,0,0
"845","Fraser River","Stellako",1976,711237,0,0,0,0,0,11,711226,0,0,0,0,0,0,0,0,0,0,0
"846","Fraser River","Stellako",1977,122420,0,0,0,0,0,1823,75813,44784,0,0,0,0,0,0,0,0,0,0
"847","Fraser River","Stellako",1978,295694,0,0,0,0,0,3852,281752,10077,0,0,13,0,0,0,0,0,0,0
"848","Fraser River","Stellako",1979,1852392,0,0,0,0,0,150,1832708,19534,0,0,0,0,0,0,0,0,0,0
"849","Fraser River","Stellako",1980,284339,0,0,0,0,0,74,216701,64645,0,0,0,2919,0,0,0,0,0,0
"850","Fraser River","Stellako",1981,237504,0,0,0,0,0,860,209138,27506,0,0,0,0,0,0,0,0,0,0
"851","Fraser River","Stellako",1982,445024,0,0,0,0,0,31,388505,56488,0,0,0,0,0,0,0,0,0,0
"852","Fraser River","Stellako",1983,526984,0,0,0,0,0,207,478737,48040,0,0,0,0,0,0,0,0,0,0
"853","Fraser River","Stellako",1984,681128,0,0,0,0,0,28,535944,145156,0,0,0,0,0,0,0,0,0,0
"854","Fraser River","Stellako",1985,455291,0,0,0,0,0,1900,234136,219255,0,0,0,0,0,0,0,0,0,0
"855","Fraser River","Stellako",1986,362232,0,0,0,0,0,1129,309369,51734,0,0,0,0,0,0,0,0,0,0
"856","Fraser River","Stellako",1987,1144418,0,0,0,0,0,170,1097744,46504,0,0,0,0,0,0,0,0,0,0
"857","Fraser River","Stellako",1988,903283,0,0,0,0,0,87,744589,158607,0,0,0,0,0,0,0,0,0,0
"858","Fraser River","Stellako",1989,364112,0,0,0,0,0,23,97659,266430,0,0,0,0,0,0,0,0,0,0
"859","Fraser River","Stellako",1990,476408,0,0,0,0,0,14,445398,30996,0,0,0,0,0,0,0,0,0,0
"860","Fraser River","Stellako",1991,470053,0,0,0,0,0,158,353471,116424,0,0,0,0,0,0,0,0,0,0
"861","Fraser River","Stellako",1992,648446,0,0,0,0,0,28,566227,82191,0,0,0,0,0,0,0,0,0,0
"862","Fraser River","Stellako",1993,553471,0,0,0,0,0,1145,127212,425114,0,0,0,0,0,0,0,0,0,0
"863","Fraser River","Stellako",1994,956333,0,0,0,0,0,259,861027,95047,0,0,0,0,0,0,0,0,0,0
"864","Fraser River","Stellako",1995,388978,0,0,0,0,0,275,299039,89664,0,0,0,0,0,0,0,0,0,0
"865","Fraser River","Stellako",1996,771677,0,0,0,0,0,13,734393,37271,0,0,0,0,0,0,0,0,0,0
"866","Fraser River","Stellako",1997,202078,0,0,0,0,0,127,68158,133793,0,0,0,0,0,0,0,0,0,0
"867","Fraser River","Stellako",1998,835157,0,0,0,0,0,75,593409,241673,0,0,0,0,0,0,0,0,0,0
"868","Fraser River","Stellako",1999,216713,0,0,0,0,0,16,127344,88649,0,0,0,704,0,0,0,0,0,0
"869","Fraser River","Stellako",2000,692039,0,0,0,0,0,0,635499,56540,0,0,0,0,0,0,0,0,0,0
"870","Fraser River","Stellako",2001,245067,0,0,0,0,0,73,68515,176479,0,0,0,0,0,0,0,0,0,0
"871","Fraser River","Stellako",2002,561079,0,0,0,0,0,0,504421,56658,0,0,0,0,0,0,0,0,0,0
"872","Fraser River","Stellako",2003,277491,0,0,0,0,0,0,143988,133503,0,0,0,0,0,0,0,0,0,0
"873","Fraser River","Stellako",2004,678056,0,0,0,0,0,0,647582,30474,0,0,0,0,0,0,0,0,0,0
"874","Fraser River","Stellako",2005,273546,0,0,0,0,0,47,203410,70089,0,0,0,0,0,0,0,0,0,0
"875","Fraser River","Stellako",2006,307985,0,0,0,0,0,5,224262,83718,0,0,0,0,0,0,0,0,0,0
"876","Fraser River","Stellako",2007,59073,0,332,0,0,0,153,34522,24066,0,0,0,0,0,0,0,0,0,0
"877","Fraser River","Stellako",2008,228384,0,0,664,0,0,12,213103,14605,0,0,0,0,0,0,0,0,0,0
"878","Fraser River","Stellako",2009,40724,0,97,0,0,0,109,6840,33547,0,0,0,131,0,0,0,0,0,0
"879","Fraser River","Stellako",2010,406365,0,0,0,0,0,22,401589,4754,0,0,0,0,0,0,0,0,0,0
"880","Fraser River","Stellako",2011,196347,0,0,0,0,0,504,108541,87302,0,0,0,0,0,0,0,0,0,0
"881","Fraser River","Stellako",2012,285866,0,0,0,0,0,0,265964,19902,0,0,0,0,0,0,0,0,0,0
"882","Fraser River","Stellako",2013,181922,0,0,0,0,0,16411,151762,13749,0,0,0,0,0,0,0,0,0,0
"883","Fraser River","Stellako",2014,1551968,0,0,0,0,0,0,1501102,50866,0,0,0,0,0,0,0,0,0,0
"884","Fraser River","Stellako",2015,171903,0,0,0,0,0,67,41761,129587,488,0,0,0,0,0,0,0,0,0
"885","Fraser River","Stellako",2016,54728,0,0,0,0,0,235,42553,11940,0,0,0,0,0,0,0,0,0,0
"886","Fraser River","Stellako",2017,115634,0,0,0,0,0,462,108178,6994,0,0,0,0,0,0,0,0,0,0
"887","Fraser River","Stellako",2018,398667,0,0,0,0,0,66,360512,38089,0,0,0,0,0,0,0,0,0,0
"888","Fraser River","Stellako",2019,85526,0,0,0,0,0,63,53671,31792,0,0,0,0,0,0,0,0,0,0
"889","Fraser River","Stellako",2020,57307,0,0,0,0,0,47,36791,20469,0,0,0,0,0,0,0,0,0,0
"890","Fraser River","Stellako",2021,137357,0,0,0,0,0,9,132511,4837,0,0,0,0,0,0,0,0,0,0
"891","Fraser River","Stellako",2022,227922,0,0,0,0,0,0,200344,27578,0,0,0,0,0,0,0,0,0,0
"892","Fraser River","Stellako",2023,84000,0,0,0,0,0,0,47000,37000,0,0,0,0,0,0,0,0,0,0
